0.000000	0.000000
0.098017	0.000000
0.195090	0.000000
0.290285	0.000000
0.382683	0.000000
0.471397	0.000000
0.555570	0.000000
0.634393	0.000000
0.707107	0.000000
0.773010	0.000000
0.831470	0.000000
0.881921	0.000000
0.923880	0.000000
0.956940	0.000000
0.980785	0.000000
0.995185	0.000000
1.000000	0.000000
0.995185	0.000000
0.980785	0.000000
0.956940	0.000000
0.923880	0.000000
0.881921	0.000000
0.831470	0.000000
0.773010	0.000000
0.707107	0.000000
0.634393	0.000000
0.555570	0.000000
0.471397	0.000000
0.382683	0.000000
0.290285	0.000000
0.195090	0.000000
0.098017	0.000000
-0.000000	0.000000
-0.098017	0.000000
-0.195090	0.000000
-0.290285	0.000000
-0.382683	0.000000
-0.471397	0.000000
-0.555570	0.000000
-0.634393	0.000000
-0.707107	0.000000
-0.773010	0.000000
-0.831470	0.000000
-0.881921	0.000000
-0.923880	0.000000
-0.956940	0.000000
-0.980785	0.000000
-0.995185	0.000000
-1.000000	0.000000
-0.995185	0.000000
-0.980785	0.000000
-0.956940	0.000000
-0.923880	0.000000
-0.881921	0.000000
-0.831470	0.000000
-0.773010	0.000000
-0.707107	0.000000
-0.634393	0.000000
-0.555570	0.000000
-0.471397	0.000000
-0.382683	0.000000
-0.290285	0.000000
-0.195090	0.000000
-0.098017	0.000000
